ID,Label
0,1
1,8
2,8
3,6
4,6
5,8
6,4
7,8
8,6
9,1
10,8
11,8
12,8
13,6
14,6
15,8
16,6
17,8
18,8
19,8
20,8
21,6
22,8
23,6
24,8
25,8
26,6
27,6
28,6
29,4
30,8
31,8
32,8
33,6
34,6
35,8
36,8
37,8
38,8
39,6
40,8
41,8
42,8
43,6
44,6
45,8
46,6
47,6
48,8
49,6
50,6
51,8
52,8
53,8
54,4
55,8
56,1
57,8
58,8
59,8
60,6
61,8
62,8
63,4
64,8
65,6
66,8
67,8
68,8
69,8
70,6
71,8
72,6
73,8
74,8
75,8
76,8
77,1
78,6
79,8
80,6
81,8
82,6
83,6
84,8
85,8
86,8
87,8
88,8
89,6
90,8
91,8
92,8
93,6
94,8
95,6
96,6
97,6
98,1
99,6
100,8
101,8
102,6
103,8
104,8
105,6
106,8
107,6
108,8
109,4
110,8
111,4
112,6
113,8
114,8
115,6
116,8
117,6
118,6
119,6
120,1
121,1
122,8
123,8
124,8
125,8
126,6
127,8
128,6
129,6
130,6
131,8
132,8
133,8
134,8
135,8
136,8
137,6
138,6
139,8
140,8
141,6
142,6
143,6
144,8
145,8
146,8
147,8
148,8
149,6
150,8
151,8
152,6
153,8
154,6
155,8
156,8
157,8
158,6
159,1
160,6
161,6
162,8
163,6
164,6
165,6
166,8
167,8
168,8
169,8
170,8
171,6
172,8
173,8
174,6
175,8
176,8
177,8
178,6
179,8
180,8
181,6
182,6
183,6
184,6
185,8
186,8
187,8
188,8
189,6
190,8
191,6
192,6
193,8
194,8
195,6
196,8
197,8
198,8
199,8
200,6
201,6
202,8
203,8
204,8
205,8
206,8
207,6
208,8
209,8
210,8
211,9
212,8
213,8
214,8
215,6
216,8
217,6
218,6
219,6
220,8
221,6
222,6
223,1
224,8
225,8
226,6
227,8
228,8
229,6
230,1
231,8
232,8
233,8
234,8
235,8
236,8
237,8
238,6
239,6
240,8
241,6
242,8
243,6
244,8
245,6
246,8
247,6
248,8
249,8
250,8
251,6
252,8
253,8
254,8
255,6
256,8
257,6
258,6
259,6
260,8
261,8
262,8
263,8
264,8
265,6
266,4
267,6
268,8
269,6
270,8
271,6
272,6
273,8
274,8
275,8
276,8
277,8
278,8
279,4
280,6
281,6
282,8
283,6
284,6
285,6
286,8
287,6
288,8
289,6
290,6
291,8
292,6
293,6
294,6
295,8
296,8
297,8
298,8
299,8
300,6
301,8
302,8
303,6
304,8
305,8
306,6
307,6
308,6
309,6
310,6
311,8
312,8
313,8
314,8
315,1
316,8
317,6
318,6
319,6
320,8
321,6
322,8
323,8
324,4
325,6
326,8
327,6
328,8
329,8
330,8
331,8
332,6
333,8
334,8
335,8
336,6
337,8
338,9
339,6
340,1
341,6
342,8
343,8
344,6
345,8
346,6
347,8
348,8
349,8
350,8
351,8
352,8
353,8
354,6
355,6
356,8
357,8
358,6
359,8
360,8
361,8
362,6
363,6
364,6
365,8
366,8
367,8
368,1
369,8
370,1
371,6
372,8
373,6
374,6
375,8
376,8
377,8
378,8
379,8
380,8
381,6
382,8
383,6
384,6
385,8
386,8
387,1
388,8
389,6
390,6
391,1
392,6
393,6
394,6
395,1
396,8
397,6
398,6
399,6
400,6
401,6
402,4
403,6
404,4
405,6
406,8
407,6
408,8
409,8
410,6
411,6
412,8
413,8
414,8
415,8
416,6
417,8
418,8
419,8
420,6
421,8
422,8
423,8
424,6
425,6
426,8
427,6
428,8
429,8
430,8
431,8
432,8
433,6
434,8
435,6
436,8
437,8
438,6
439,6
440,6
441,6
442,6
443,8
444,6
445,8
446,8
447,8
448,6
449,8
450,6
451,6
452,6
453,8
454,6
455,8
456,8
457,8
458,8
459,6
460,8
461,8
462,6
463,8
464,8
465,8
466,8
467,8
468,8
469,6
470,6
471,8
472,6
473,6
474,8
475,8
476,8
477,6
478,8
479,8
480,8
481,8
482,8
483,6
484,6
485,8
486,6
487,8
488,8
489,8
490,6
491,4
492,8
493,6
494,8
495,6
496,8
497,8
498,6
499,8
500,6
501,6
502,6
503,8
504,8
505,6
506,8
507,6
508,8
509,6
510,8
511,8
512,8
513,8
514,8
515,6
516,8
517,6
518,8
519,6
520,8
521,6
522,8
523,6
524,8
525,8
526,4
527,6
528,8
529,8
530,8
531,6
532,6
533,6
534,8
535,8
536,6
537,8
538,6
539,4
540,6
541,8
542,8
543,8
544,8
545,6
546,8
547,8
548,8
549,6
550,8
551,4
552,6
553,6
554,8
555,6
556,8
557,8
558,6
559,4
560,8
561,6
562,6
563,8
564,8
565,8
566,4
567,6
568,8
569,8
570,8
571,8
572,8
573,8
574,8
575,6
576,8
577,6
578,6
579,8
580,1
581,6
582,6
583,6
584,4
585,8
586,6
587,6
588,6
589,6
590,8
591,6
592,8
593,6
594,8
595,8
596,8
597,8
598,6
599,8
600,8
601,9
602,8
603,8
604,8
605,8
606,6
607,8
608,8
609,6
610,6
611,6
612,8
613,1
614,8
615,8
616,6
617,9
618,9
619,8
620,6
621,6
622,8
623,8
624,8
625,6
626,8
627,6
628,8
629,8
630,6
631,8
632,8
633,6
634,8
635,8
636,6
637,6
638,6
639,6
640,9
641,8
642,8
643,6
644,6
645,8
646,8
647,6
648,8
649,6
650,6
651,8
652,6
653,8
654,6
655,8
656,6
657,8
658,6
659,8
660,8
661,8
662,6
663,6
664,8
665,6
666,6
667,6
668,8
669,8
670,6
671,8
672,6
673,8
674,6
675,8
676,8
677,6
678,6
679,6
680,6
681,6
682,6
683,8
684,8
685,6
686,6
687,8
688,8
689,6
690,6
691,8
692,8
693,6
694,4
695,6
696,8
697,8
698,8
699,6
700,6
701,8
702,8
703,1
704,8
705,6
706,8
707,6
708,8
709,8
710,6
711,8
712,8
713,8
714,8
715,8
716,8
717,6
718,8
719,6
720,8
721,8
722,8
723,6
724,8
725,8
726,8
727,6
728,6
729,6
730,8
731,8
732,6
733,6
734,8
735,1
736,6
737,8
738,8
739,4
740,6
741,9
742,8
743,8
744,6
745,8
746,8
747,8
748,8
749,1
750,8
751,8
752,8
753,8
754,6
755,6
756,8
757,8
758,8
759,8
760,6
761,6
762,6
763,8
764,6
765,4
766,6
767,8
768,6
769,4
770,6
771,6
772,6
773,8
774,6
775,8
776,8
777,6
778,6
779,6
780,8
781,8
782,8
783,6
784,8
785,8
786,8
787,6
788,6
789,8
790,6
791,6
792,8
793,4
794,8
795,8
796,6
797,8
798,8
799,8
800,8
801,8
802,8
803,8
804,4
805,8
806,6
807,4
808,6
809,8
810,8
811,6
812,8
813,8
814,8
815,8
816,8
817,8
818,6
819,8
820,8
821,8
822,6
823,6
824,6
825,6
826,6
827,8
828,6
829,8
830,8
831,8
832,8
833,6
834,8
835,4
836,8
837,6
838,8
839,6
840,8
841,6
842,6
843,8
844,8
845,8
846,6
847,6
848,4
849,8
850,6
851,8
852,6
853,6
854,8
855,6
856,8
857,6
858,8
859,1
860,6
861,8
862,6
863,8
864,1
865,9
866,8
867,8
868,6
869,6
870,8
871,6
872,6
873,6
874,8
875,6
876,8
877,6
878,4
879,8
880,6
881,8
882,1
883,8
884,8
885,6
886,6
887,6
888,8
889,6
890,6
891,8
892,8
893,6
894,6
895,8
896,6
897,6
898,8
899,6
900,8
901,6
902,4
903,8
904,8
905,8
906,8
907,8
908,8
909,8
910,6
911,8
912,8
913,8
914,6
915,8
916,8
917,8
918,8
919,6
920,1
921,6
922,8
923,8
924,8
925,6
926,8
927,6
928,8
929,8
930,6
931,6
932,6
933,6
934,6
935,8
936,6
937,6
938,8
939,8
940,8
941,8
942,8
943,6
944,8
945,8
946,6
947,8
948,6
949,6
950,6
951,8
952,8
953,6
954,6
955,6
956,6
957,8
958,8
959,8
960,6
961,8
962,8
963,6
964,8
965,8
966,8
967,8
968,6
969,6
970,8
971,8
972,6
973,1
974,8
975,8
976,1
977,6
978,6
979,6
980,8
981,8
982,8
983,8
984,8
985,6
986,8
987,8
988,8
989,8
990,8
991,8
992,6
993,8
994,4
995,4
996,6
997,6
998,1
999,6
1000,6
1001,8
1002,8
1003,8
1004,1
1005,8
1006,8
1007,8
1008,8
1009,6
1010,6
1011,6
1012,6
1013,1
1014,8
1015,8
1016,6
1017,4
1018,8
1019,6
1020,8
1021,6
1022,4
1023,8
1024,6
1025,8
1026,6
1027,8
1028,8
1029,8
1030,8
1031,8
1032,8
1033,8
1034,8
1035,6
1036,8
1037,6
1038,8
1039,1
1040,8
1041,8
1042,6
1043,8
1044,8
1045,6
1046,8
1047,6
1048,6
1049,8
1050,8
1051,8
1052,6
1053,8
1054,8
1055,6
1056,8
1057,8
1058,1
1059,8
1060,8
1061,4
1062,1
1063,8
1064,8
1065,8
1066,8
1067,6
1068,6
1069,6
1070,6
1071,8
1072,6
1073,8
1074,8
1075,8
1076,8
1077,8
1078,6
1079,8
1080,8
1081,6
1082,8
1083,6
1084,6
1085,6
1086,8
1087,6
1088,6
1089,8
1090,8
1091,6
1092,8
1093,6
1094,6
1095,8
1096,8
1097,4
1098,4
1099,8
1100,8
1101,8
1102,8
1103,8
1104,6
1105,6
1106,4
1107,6
1108,8
1109,8
1110,8
1111,6
1112,1
1113,6
1114,6
1115,6
1116,6
1117,6
1118,8
1119,6
1120,8
1121,6
1122,8
1123,8
1124,6
1125,8
1126,8
1127,6
1128,6
1129,8
1130,6
1131,8
1132,8
1133,6
1134,8
1135,8
1136,8
1137,6
1138,6
1139,4
1140,8
1141,8
1142,8
1143,8
1144,8
1145,6
1146,6
1147,6
1148,6
1149,6
1150,8
1151,6
1152,8
1153,8
1154,6
1155,8
1156,6
1157,6
1158,8
1159,6
1160,8
1161,6
1162,8
1163,8
1164,8
1165,6
1166,8
1167,8
1168,6
1169,8
1170,4
1171,8
1172,6
1173,8
1174,6
1175,8
1176,8
1177,6
1178,6
1179,6
1180,8
1181,4
1182,6
1183,6
1184,8
1185,6
1186,8
1187,8
1188,8
1189,8
1190,6
1191,8
1192,6
1193,6
1194,8
1195,6
1196,4
1197,8
1198,6
1199,8
1200,8
1201,8
1202,8
1203,8
1204,8
1205,8
1206,8
1207,4
1208,8
1209,8
1210,6
1211,8
1212,8
1213,8
1214,6
1215,6
1216,8
1217,6
1218,8
1219,8
1220,6
1221,8
1222,6
1223,6
1224,6
1225,6
1226,8
1227,6
1228,8
1229,6
1230,8
1231,6
1232,6
1233,6
1234,8
1235,8
1236,1
1237,8
1238,6
1239,8
1240,8
1241,6
1242,6
1243,6
1244,6
1245,6
1246,4
1247,4
1248,8
1249,8
1250,8
1251,6
1252,6
1253,6
1254,8
1255,8
1256,9
1257,8
1258,6
1259,8
1260,6
1261,9
1262,6
1263,8
1264,8
1265,6
1266,8
1267,1
1268,8
1269,8
1270,6
1271,8
1272,6
1273,8
1274,6
1275,6
1276,8
1277,6
1278,8
1279,8
1280,8
1281,6
1282,8
1283,8
1284,8
1285,8
1286,8
1287,8
1288,6
1289,6
1290,8
1291,6
1292,8
1293,8
1294,4
1295,6
1296,8
1297,8
1298,8
1299,8
1300,6
1301,6
1302,6
1303,8
1304,6
1305,6
1306,8
1307,6
1308,6
1309,8
1310,8
1311,8
1312,8
1313,8
1314,1
1315,6
1316,4
1317,6
1318,6
1319,4
1320,8
1321,6
1322,8
1323,6
1324,8
1325,6
1326,8
1327,4
1328,4
1329,6
1330,8
1331,8
1332,4
1333,8
1334,6
1335,6
1336,6
1337,8
1338,6
1339,6
1340,8
1341,6
1342,6
1343,8
1344,8
1345,8
1346,6
1347,8
1348,8
1349,6
1350,8
1351,6
1352,8
1353,6
1354,8
1355,6
1356,8
1357,8
1358,6
1359,6
1360,6
1361,6
1362,8
1363,1
1364,6
1365,8
1366,8
1367,8
1368,8
1369,6
1370,6
1371,1
1372,8
1373,8
1374,6
1375,6
1376,8
1377,6
1378,8
1379,6
1380,8
1381,8
1382,6
1383,8
1384,8
1385,8
1386,6
1387,6
1388,6
1389,8
1390,8
1391,6
1392,6
1393,8
1394,8
1395,8
1396,8
1397,6
1398,6
1399,6
1400,8
1401,6
1402,8
1403,6
1404,8
1405,8
1406,6
1407,6
1408,8
1409,6
1410,8
1411,6
1412,6
1413,6
1414,6
1415,6
1416,1
1417,6
1418,6
1419,6
1420,8
1421,6
1422,8
1423,8
1424,9
1425,6
1426,8
1427,6
1428,8
1429,6
1430,6
1431,8
1432,8
1433,6
1434,8
1435,8
1436,8
1437,8
1438,6
1439,6
1440,8
1441,8
1442,6
1443,8
1444,8
1445,6
1446,6
1447,8
1448,6
1449,8
1450,6
1451,6
1452,8
1453,6
1454,8
1455,8
1456,8
1457,8
1458,6
1459,8
1460,8
1461,8
1462,8
1463,6
1464,8
1465,8
1466,8
1467,6
1468,8
1469,6
1470,8
1471,8
1472,6
1473,8
1474,8
1475,6
1476,8
1477,6
1478,8
1479,8
1480,8
1481,8
1482,8
1483,8
1484,8
1485,8
1486,8
1487,8
1488,4
1489,4
1490,8
1491,8
1492,8
1493,1
1494,6
1495,6
1496,8
1497,6
1498,4
1499,8
1500,8
1501,6
1502,6
1503,6
1504,6
1505,6
1506,6
1507,8
1508,6
1509,8
1510,8
1511,6
1512,8
1513,8
1514,8
1515,6
1516,4
1517,8
1518,8
1519,8
1520,6
1521,6
1522,8
1523,6
1524,8
1525,8
1526,6
1527,6
1528,8
1529,8
1530,8
1531,6
1532,6
1533,6
1534,6
1535,8
1536,8
1537,4
1538,8
1539,9
1540,8
1541,6
1542,8
1543,8
1544,6
1545,8
1546,8
1547,6
1548,6
1549,8
1550,8
1551,8
1552,8
1553,6
1554,8
1555,6
1556,4
1557,6
1558,8
1559,6
1560,8
1561,8
1562,4
1563,8
1564,6
1565,8
1566,8
1567,8
1568,8
1569,8
1570,8
1571,8
1572,6
1573,8
1574,8
1575,6
1576,8
1577,8
1578,8
1579,8
1580,6
1581,6
1582,8
1583,8
1584,4
1585,8
1586,8
1587,6
1588,8
1589,6
1590,8
1591,1
1592,4
1593,6
1594,6
1595,6
1596,6
1597,8
1598,8
1599,8
1600,8
1601,8
1602,6
1603,6
1604,8
1605,8
1606,8
1607,8
1608,8
1609,8
1610,8
1611,8
1612,8
1613,6
1614,8
1615,6
1616,8
1617,4
1618,8
1619,8
1620,6
1621,6
1622,8
1623,8
1624,6
1625,6
1626,1
1627,8
1628,6
1629,8
1630,8
1631,8
1632,6
1633,8
1634,8
1635,6
1636,6
1637,8
1638,8
1639,6
1640,4
1641,6
1642,4
1643,6
1644,6
1645,8
1646,8
1647,8
1648,8
1649,6
1650,1
1651,8
1652,8
1653,8
1654,6
1655,6
1656,8
1657,4
1658,8
1659,8
1660,8
1661,6
1662,6
1663,8
1664,8
1665,6
1666,8
1667,6
1668,8
1669,8
1670,6
1671,6
1672,6
1673,6
1674,8
1675,6
1676,8
1677,8
1678,6
1679,6
1680,8
1681,6
1682,8
1683,8
1684,4
1685,6
1686,6
1687,6
1688,6
1689,4
1690,6
1691,6
1692,6
1693,8
1694,6
1695,1
1696,6
1697,4
1698,6
1699,8
1700,8
1701,8
1702,8
1703,6
1704,6
1705,6
1706,8
1707,8
1708,6
1709,8
1710,8
1711,6
1712,8
1713,8
1714,6
1715,8
1716,8
1717,6
1718,8
1719,8
1720,6
1721,4
1722,8
1723,8
1724,8
1725,8
1726,8
1727,6
1728,1
1729,8
1730,8
1731,8
1732,8
1733,6
1734,8
1735,8
1736,8
1737,8
1738,6
1739,6
1740,6
1741,6
1742,8
1743,8
1744,4
1745,8
1746,6
1747,8
1748,6
1749,4
1750,6
1751,8
1752,8
1753,4
1754,6
1755,8
1756,6
1757,8
1758,8
1759,6
1760,9
1761,8
1762,6
1763,6
1764,8
1765,8
1766,6
1767,8
1768,8
1769,6
1770,6
1771,6
1772,8
1773,6
1774,6
1775,8
1776,8
1777,8
1778,6
1779,8
1780,8
1781,4
1782,8
1783,8
1784,6
1785,8
1786,6
1787,8
1788,6
1789,6
1790,1
1791,6
1792,4
1793,6
1794,8
1795,8
1796,6
1797,8
1798,6
1799,1
1800,8
1801,8
1802,8
1803,6
1804,8
1805,8
1806,6
1807,6
1808,6
1809,8
1810,8
1811,8
1812,8
1813,4
1814,8
1815,6
1816,8
1817,6
1818,8
1819,6
1820,8
1821,8
1822,8
1823,8
1824,8
1825,8
1826,4
1827,6
1828,6
1829,4
1830,8
1831,8
1832,6
1833,8
1834,6
1835,8
1836,6
1837,6
1838,6
1839,8
1840,8
1841,6
1842,6
1843,8
1844,6
1845,6
1846,6
1847,8
1848,8
1849,4
1850,4
1851,6
1852,8
1853,8
1854,8
1855,8
1856,6
1857,8
1858,8
1859,8
1860,6
1861,6
1862,8
1863,6
1864,6
1865,6
1866,6
1867,6
1868,8
1869,6
1870,8
1871,4
1872,8
1873,8
1874,6
1875,8
1876,8
1877,1
1878,6
1879,8
1880,8
1881,6
1882,6
1883,6
1884,8
1885,8
1886,8
1887,6
1888,8
1889,8
1890,8
1891,8
1892,8
1893,4
1894,6
1895,4
1896,8
1897,8
1898,6
1899,8
1900,8
1901,6
1902,6
1903,8
1904,8
1905,6
1906,8
1907,6
1908,6
1909,6
1910,4
1911,8
1912,8
1913,6
1914,6
1915,8
1916,6
1917,8
1918,8
1919,8
1920,6
1921,6
1922,8
1923,8
1924,8
1925,6
1926,6
1927,8
1928,8
1929,8
1930,4
1931,8
1932,8
1933,8
1934,8
1935,8
1936,6
1937,8
1938,8
1939,6
1940,8
1941,6
1942,8
1943,8
1944,8
1945,8
1946,8
1947,8
1948,8
1949,6
1950,8
1951,8
1952,8
1953,8
1954,6
1955,8
1956,6
1957,6
1958,8
1959,6
1960,6
1961,8
1962,8
1963,6
1964,1
1965,6
1966,8
1967,6
1968,4
1969,8
1970,6
1971,8
1972,4
1973,6
1974,6
1975,8
1976,6
1977,8
1978,6
1979,8
1980,8
1981,8
1982,8
1983,6
1984,8
1985,6
1986,6
1987,6
1988,8
1989,8
1990,4
1991,8
1992,8
1993,8
1994,6
1995,8
1996,8
1997,6
1998,4
1999,1
2000,8
2001,8
2002,6
2003,8
2004,6
2005,8
2006,8
2007,6
2008,1
2009,6
2010,4
2011,8
2012,6
2013,6
2014,4
2015,8
2016,8
2017,1
2018,8
2019,6
2020,8
2021,6
2022,6
2023,8
2024,8
2025,6
2026,8
2027,8
2028,8
2029,6
2030,8
2031,8
2032,8
2033,1
2034,8
2035,6
2036,8
2037,8
2038,8
2039,8
2040,6
2041,6
2042,8
2043,6
2044,8
2045,8
2046,6
2047,8
2048,1
2049,8
2050,8
2051,8
2052,8
2053,8
2054,6
2055,8
2056,6
2057,1
2058,8
2059,6
2060,6
2061,6
2062,6
2063,8
2064,4
2065,8
2066,6
2067,8
2068,8
2069,8
2070,6
2071,6
2072,8
2073,6
2074,8
2075,8
2076,8
2077,6
2078,6
2079,6
2080,6
2081,8
2082,4
2083,8
2084,6
2085,6
2086,8
2087,8
2088,8
2089,6
2090,8
2091,6
2092,6
2093,8
2094,8
2095,8
2096,6
2097,8
2098,6
2099,6
2100,8
2101,4
2102,6
2103,8
2104,6
2105,8
2106,8
2107,6
2108,8
2109,8
2110,6
2111,6
2112,6
2113,8
2114,8
2115,6
2116,8
2117,8
2118,8
2119,8
2120,8
2121,8
2122,6
2123,8
2124,8
2125,8
2126,8
2127,8
2128,8
2129,1
2130,6
2131,6
2132,6
2133,8
2134,8
2135,6
2136,8
2137,6
2138,6
2139,6
2140,8
2141,8
2142,6
2143,8
2144,6
2145,6
