ID,Label
0,cat
1,butterfly
2,spider
3,cow
4,spider
5,elephant
6,dog
7,spider
8,fish
9,horse
10,cow
11,spider
12,spider
13,spider
14,spider
15,spider
16,cow
17,horse
18,spider
19,cat
20,spider
21,spider
22,cow
23,cow
24,chicken
25,spider
26,butterfly
27,fish
28,spider
29,spider
30,butterfly
31,butterfly
32,spider
33,lion
34,butterfly
35,horse
36,butterfly
37,horse
38,butterfly
39,spider
40,spider
41,chicken
42,cow
43,spider
44,spider
45,fish
46,butterfly
47,elephant
48,cat
49,spider
50,cat
51,cow
52,butterfly
53,spider
54,chicken
55,spider
56,elephant
57,spider
58,spider
59,butterfly
60,cow
61,spider
62,spider
63,cow
64,elephant
65,dog
66,cat
67,spider
68,spider
69,spider
70,spider
71,horse
72,dog
73,spider
74,spider
75,lion
76,cat
77,dog
78,dog
79,dog
80,cat
81,cow
82,fish
83,cat
84,spider
85,elephant
86,spider
87,spider
88,spider
89,spider
90,cow
91,cat
92,dog
93,cat
94,fish
95,fish
96,spider
97,fish
98,dog
99,cat
100,fish
101,butterfly
102,spider
103,cow
104,spider
105,cat
106,cat
107,spider
108,horse
109,spider
110,cat
111,butterfly
112,cow
113,horse
114,spider
115,spider
116,spider
117,fish
118,fish
119,cow
120,cat
121,cat
122,butterfly
123,cat
124,horse
125,spider
126,fish
127,cat
128,spider
129,butterfly
130,butterfly
131,cat
132,cow
133,cat
134,dog
135,spider
136,cow
137,elephant
138,spider
139,spider
140,dog
141,lion
142,spider
143,cow
144,elephant
145,chicken
146,spider
147,butterfly
148,cow
149,fish
150,spider
151,cat
152,cow
153,spider
154,dog
155,spider
156,dog
157,butterfly
158,spider
159,dog
160,spider
161,fish
162,spider
163,cow
164,spider
165,spider
166,spider
167,elephant
168,cat
169,spider
170,fish
171,spider
172,cat
173,spider
174,chicken
175,cat
176,spider
177,elephant
178,fish
179,butterfly
180,cat
181,lion
182,dog
183,dog
184,chicken
185,cow
186,butterfly
187,fish
188,elephant
189,cat
190,spider
191,spider
192,chicken
193,spider
194,butterfly
195,fish
196,horse
197,cow
198,spider
199,horse
200,spider
201,fish
202,elephant
203,butterfly
204,spider
205,spider
206,cow
207,lion
208,butterfly
209,butterfly
210,cat
211,horse
212,fish
213,cow
214,butterfly
215,cow
216,cow
217,butterfly
218,fish
219,dog
220,lion
221,fish
222,spider
223,cat
224,spider
225,cat
226,cat
227,spider
228,fish
229,cat
230,cow
231,spider
232,cow
233,spider
234,fish
235,spider
236,cat
237,spider
238,butterfly
239,spider
240,butterfly
241,horse
242,cat
243,fish
244,spider
245,cow
246,cow
247,cow
248,butterfly
249,butterfly
250,spider
251,dog
252,spider
253,butterfly
254,spider
255,cat
256,butterfly
257,cow
258,butterfly
259,chicken
260,cat
261,horse
262,cow
263,cat
264,cow
265,horse
266,spider
267,spider
268,dog
269,spider
270,fish
271,spider
272,fish
273,cat
274,cow
275,cow
276,spider
277,dog
278,spider
279,cow
280,spider
281,cow
282,chicken
283,spider
284,elephant
285,cow
286,cat
287,spider
288,spider
289,spider
290,cow
291,cat
292,spider
293,cow
294,spider
295,butterfly
296,spider
297,spider
298,cow
299,cow
300,spider
301,chicken
302,spider
303,spider
304,chicken
305,butterfly
306,butterfly
307,cow
308,spider
309,cat
310,cow
311,butterfly
312,spider
313,cow
314,fish
315,chicken
316,chicken
317,fish
318,cow
319,spider
320,butterfly
321,butterfly
322,elephant
323,spider
324,elephant
325,spider
326,spider
327,fish
328,spider
329,cow
330,cat
331,dog
332,fish
333,spider
334,chicken
335,cow
336,cat
337,cat
338,cow
339,cow
340,chicken
341,fish
342,dog
343,cow
344,cat
345,cow
346,fish
347,cat
348,spider
349,dog
350,spider
351,spider
352,cow
353,chicken
354,chicken
355,spider
356,dog
357,cow
358,cat
359,butterfly
360,spider
361,spider
362,fish
363,spider
364,spider
365,spider
366,horse
367,fish
368,chicken
369,chicken
370,dog
371,cow
372,butterfly
373,butterfly
374,cat
375,spider
376,spider
377,dog
378,butterfly
379,chicken
380,cat
381,fish
382,butterfly
383,cat
384,fish
385,spider
386,chicken
387,cow
388,spider
389,cow
390,cat
391,horse
392,spider
393,fish
394,lion
395,butterfly
396,spider
397,elephant
398,spider
399,fish
400,fish
401,cow
402,cat
403,cat
404,spider
405,butterfly
406,cat
407,chicken
408,butterfly
409,cat
410,spider
411,chicken
412,cat
413,butterfly
414,fish
415,cow
416,cow
417,butterfly
418,spider
419,cow
420,butterfly
421,butterfly
422,cow
423,butterfly
424,spider
425,spider
426,spider
427,spider
428,spider
429,spider
430,dog
431,spider
432,spider
433,spider
434,butterfly
435,fish
436,fish
437,dog
438,butterfly
439,fish
440,spider
441,spider
442,cat
443,butterfly
444,spider
445,fish
446,cow
447,cow
448,dog
449,spider
450,spider
451,cat
452,fish
453,spider
454,cow
455,spider
456,cat
457,cat
458,cow
459,fish
460,spider
461,spider
462,spider
463,spider
464,fish
465,spider
466,horse
467,chicken
468,spider
469,cat
470,cat
471,spider
472,fish
473,fish
474,spider
475,spider
476,cat
477,fish
478,cat
479,spider
480,butterfly
481,horse
482,dog
483,cow
484,butterfly
485,cow
486,spider
487,chicken
488,spider
489,spider
490,fish
491,chicken
492,spider
493,elephant
494,spider
495,fish
496,fish
497,cow
498,cow
499,fish
500,spider
501,butterfly
502,dog
503,spider
504,horse
505,spider
506,cat
507,butterfly
508,butterfly
509,butterfly
510,cow
511,butterfly
512,cat
513,dog
514,cat
515,spider
516,spider
517,butterfly
518,spider
519,fish
520,elephant
521,cat
522,fish
523,cat
524,spider
525,elephant
526,spider
527,spider
528,elephant
529,spider
530,spider
531,chicken
532,spider
533,cow
534,cow
535,spider
536,spider
537,lion
